-113.112	5.461	-127.861	39.338	-56.382	81.048
-113.05	5.424	-127.937	39.736	-56.661	81.931
-113.001	5.395	-128	40.032	-56.877	82.61
-112.953	5.353	-128.074	40.356	-57.114	83.366
-112.906	5.299	-128.158	40.659	-57.344	84.106
-112.864	5.236	-128.251	40.951	-57.568	84.824
-112.826	5.159	-128.347	41.218	-57.778	85.522
-112.802	5.07	-128.456	41.472	-57.979	86.198
-112.78	4.969	-128.578	41.704	-58.162	86.853
-112.772	4.859	-128.696	41.924	-58.343	87.492
-112.771	4.741	-128.832	42.132	-58.504	88.115
-112.77	4.607	-128.968	42.328	-58.663	88.721
-112.77	4.467	-129.11	42.518	-58.808	89.316
-112.771	4.319	-129.259	42.697	-58.949	89.907
-112.773	4.167	-129.403	42.874	-59.091	90.483
-112.778	4.015	-129.553	43.044	-59.223	91.053
-112.784	3.858	-129.696	43.211	-59.348	91.61
-112.792	3.703	-129.837	43.373	-59.468	92.153
-112.801	3.552	-129.97	43.534	-59.589	92.679
-112.815	3.41	-130.102	43.691	-59.702	93.192
-112.829	3.276	-130.228	43.849	-59.82	93.692
-112.835	3.153	-130.361	44.012	-59.937	94.182
-112.836	3.041	-130.481	44.184	-60.058	94.665
-112.835	2.946	-130.613	44.363	-60.191	95.143
-112.83	2.864	-130.744	44.558	-60.324	95.618
-112.816	2.804	-130.875	44.772	-60.474	96.1
-112.787	2.756	-131.023	45.006	-60.636	96.602
-112.752	2.724	-131.174	45.266	-60.816	97.131
-112.703	2.7	-131.342	45.552	-61.019	97.687
-112.644	2.686	-131.512	45.851	-61.234	98.261
-112.577	2.682	-131.686	46.161	-61.458	98.846
-112.509	2.68	-131.862	46.476	-61.685	99.428
-112.44	2.678	-132.031	46.782	-61.913	100.001
-112.38	2.678	-132.198	47.077	-62.138	100.556
-112.32	2.677	-132.35	47.358	-62.351	101.08
-112.259	2.676	-132.494	47.613	-62.548	101.567
-112.207	2.676	-132.612	47.832	-62.728	102.001
-112.156	2.675	-132.718	48.009	-62.887	102.382
-112.111	2.67	-132.792	48.149	-63.029	102.717
-112.075	2.661	-132.846	48.251	-63.163	103.017
-112.039	2.645	-132.878	48.318	-63.289	103.296
-111.997	2.633	-132.895	48.343	-63.416	103.566
-111.954	2.623	-132.893	48.343	-63.549	103.844
-111.904	2.607	-132.872	48.322	-63.695	104.138
-111.853	2.576	-132.835	48.263	-63.858	104.463
-111.794	2.545	-132.785	48.178	-64.042	104.821
-111.729	2.511	-132.726	48.084	-64.236	105.207
-111.665	2.479	-132.663	47.971	-64.442	105.616
-111.595	2.438	-132.59	47.863	-64.657	106.036
-111.521	2.393	-132.522	47.745	-64.871	106.448
-111.445	2.342	-132.458	47.641	-65.079	106.841
-111.358	2.288	-132.392	47.542	-65.277	107.197
-111.273	2.219	-132.327	47.454	-65.462	107.496
-111.184	2.144	-132.272	47.387	-65.624	107.732
-111.089	2.064	-132.221	47.347	-65.769	107.903
-110.997	1.978	-132.183	47.317	-65.888	107.997
-110.915	1.888	-132.152	47.311	-65.976	108.026
-110.824	1.785	-132.127	47.321	-66.054	108.007
-110.725	1.671	-132.103	47.357	-66.121	107.934
-110.628	1.561	-132.081	47.392	-66.173	107.826
-110.545	1.452	-132.069	47.441	-66.208	107.699
-110.463	1.359	-132.055	47.482	-66.244	107.569
-110.392	1.277	-132.043	47.529	-66.261	107.448
-110.332	1.209	-132.035	47.567	-66.274	107.34
-110.288	1.148	-132.03	47.598	-66.289	107.243
-110.252	1.1	-132.027	47.621	-66.303	107.167
-110.213	1.06	-132.025	47.658	-66.31	107.098
-110.18	1.021	-132.024	47.688	-66.311	107.036
-110.141	0.985	-132.025	47.726	-66.309	106.982
-110.103	0.952	-132.028	47.762	-66.301	106.925
-110.064	0.916	-132.032	47.816	-66.285	106.861
-110.014	0.878	-132.04	47.868	-66.268	106.788
-109.955	0.829	-132.048	47.936	-66.257	106.709
-109.884	0.768	-132.058	48.01	-66.25	106.624
-109.794	0.699	-132.064	48.107	-66.25	106.532
-109.694	0.623	-132.067	48.207	-66.262	106.447
-109.582	0.541	-132.067	48.314	-66.297	106.373
-109.474	0.461	-132.065	48.417	-66.356	106.324
-109.364	0.375	-132.057	48.518	-66.435	106.287
-109.248	0.295	-132.042	48.621	-66.533	106.278
-109.131	0.216	-132.026	48.718	-66.65	106.281
-109.012	0.136	-132.011	48.811	-66.789	106.301
-108.889	0.056	-131.988	48.9	-66.938	106.351
-108.78	-0.015	-131.962	48.983	-67.091	106.405
